SMTeuroparl	2012test	0	x	4500	The leaders have now been given a new chance and let us hope they seize it.	The leaders benefit aujourd' hui of a new luck and let's let them therefore seize it.		
SMTeuroparl	2012test	127		5000	As I already explained during second reading, there is a crisis underlying this directive amendment.	As I have already explained at second reading, a crisis is on the basis of this amended directive.		
SMTeuroparl	2012test	128		4571	The standards are scarcely comparable, let alone transferable.	The standards are hardly comparable and even less transferable.		
SMTeuroparl	2012test	129		5000	Neither was there a qualified majority within this House to revert to Article 272.	There was no qualified majority in this Parliament to go back to Article 272.		
SMTeuroparl	2012test	130		5000	It is our job to continue to support Latvia with the integration of the Russian population.	It is of our duty to continue to support Latvia on the question of the integration of the Russian population.		
SMTeuroparl	2012test	131		4800	Unfortunately, others separate on the basis of accumulated hatred.	Other separate unfortunately because of a grudge accumulated.		
SMTeuroparl	2012test	132		5000	Amendment No 7 proposes certain changes in the references to paragraphs.	Amendment 7 proposes certain modifications in the references to paragraphs.		
SMTeuroparl	2012test	133		5000	That provision could open the door wide to arbitrariness.	This point of the regulation opens the door to the arbitrary.		
SMTeuroparl	2012test	134		4250	Selective aid, such as market support and a grass subsidy, are essential.	The specific aid as the support of the market or the premium to the grass is necessary.		
SMTeuroparl	2012test	135		4429	The vote will take place today at 5.30 p.m.	The vote will take place at 5.30 p.m.		
SMTeuroparl	2012test	136		4571	The standards are scarcely comparable, let alone transferable.	The standards are hardly comparable and even less transferable.		
SMTeuroparl	2012test	137		4750	The leaders have now been given a new chance and let us hope they seize it.	The leaders have now of a new chance and let -- therefore the take.		
SMTeuroparl	2012test	138		5000	Mr President, the Cashman report can be summarised in four words: citizens' power over bureaucracy.	Mr President, the Cashman report can be summed up in a few words: the power of citizens on bureaucracy.		
SMTeuroparl	2012test	139		5000	Then perhaps we could have avoided a catastrophe.	We maybe then could have avoided a catastrophe.		
SMTeuroparl	2012test	140		5000	Tunisia	Tunisia		
SMTeuroparl	2012test	141		3000	Mr President, the Cashman report can be summarised in four words: citizens' power over bureaucracy.	Mr President, the report Mr Cashman's can be summarised in a few words: the power of people on the tape.		
SMTeuroparl	2012test	142		4250	Unanimous decisions, and hence an inherent incapacity to act, remain largely the norm in the Council.	We have the unanimity in the Council and therefore a covert inability to act.		
SMTeuroparl	2012test	143		5000	The fishermen are inactive, tired and disappointed.	The fishermen are inactive, tired and disappointed.		
SMTeuroparl	2012test	144		4000	Mr President, I rise in defence of the workers in the industry.	Mister the President, I am anxious to take the defense of the workers of this sector.		
SMTeuroparl	2012test	145		5000	(Parliament adopted the legislative resolution)	(The Parliament adopts the legislative resolution)		
SMTeuroparl	2012test	146		4000	Consumers will lose out, employees will lose out, Europe will lose competitive strength and growth.	Users will be the losers, with employees, and European competitiveness and growth Régresseront.		
SMTeuroparl	2012test	147		4000	I am one of those Members who attends sittings quite faithfully.	I am part of the parliamentary ones that are rather present honorably.		
SMTeuroparl	2012test	148		4400	Selective aid, such as market support and a grass subsidy, are essential.	The specific aid as the support of the market or the premium on grass are essential.		
SMTeuroparl	2012test	149		4250	Unanimous decisions, and hence an inherent incapacity to act, remain largely the norm in the Council.	We preserve the unanimity to the Counsel and therefore a latent inability to act.		
SMTeuroparl	2012test	150		5000	That provision could open the door wide to arbitrariness.	This point of the regulation opens the door to the arbitrary.		
SMTeuroparl	2012test	151		3400	Van Orden Report (A5-0241/2000)	Van Orden report (5 / 2000)		
SMTeuroparl	2012test	152		4750	The fishermen are inactive, tired and disappointed.	The fishermen are unemployed, tired and disappointed.		
SMTeuroparl	2012test	153		3400	Van Orden Report (A5-0241/2000)	Van Orden report (5 / 2000)		
SMTeuroparl	2012test	154		4800	As I already explained during second reading, there is a crisis underlying this directive amendment.	As I have already explained at second reading, a crisis is on the basis of this amendment of directive.		
SMTeuroparl	2012test	155		4750	Maij-Weggen report (A5-0323/2000)	Report Maij-Weggen (A5-0323 / 2000)		
SMTeuroparl	2012test	156		4750	Consumers will lose out, employees will lose out, Europe will lose competitive strength and growth.	The consumers are the losers, with the employees, and the competitiveness and the growth European régresseront.		
SMTeuroparl	2012test	157		3000	Van Orden Report (A5-0241/2000)	Report Horsebox Orden (A5-0241 / 2000)		
SMTeuroparl	2012test	158		4250	Unfortunately, others separate on the basis of accumulated hatred.	Some separate themselves unfortunately in view of a grudge gained.		
SMTeuroparl	2012test	159		5000	Tunisia	Tunisia		
SMTeuroparl	2012test	160		3250	We often pontificate here about being the representatives of the citizens of Europe.	We ourselves often represent European citizens.		
SMTeuroparl	2012test	161		4750	Consumers will lose out, employees will lose out, Europe will lose competitive strength and growth.	Users will be the losers, with employees, and régresseront European competitiveness and growth.		
SMTeuroparl	2012test	162		4500	Unanimous decisions, and hence an inherent incapacity to act, remain largely the norm in the Council.	We maintain unanimity in Council and therefore a latent inability to act.		
SMTeuroparl	2012test	163		4667	Mr President, I rise in defence of the workers in the industry.	Mr President, I would like to take the defence of workers in this sector.		
SMTeuroparl	2012test	164		4167	Unanimous decisions, and hence an inherent incapacity to act, remain largely the norm in the Council.	We keep unanimity in the Council and therefore a latent inability to act.		
SMTeuroparl	2012test	165		4500	Mr President, the Cashman report can be summarised in four words: citizens' power over bureaucracy.	Mr President, the report Cashman can come down in some words: the power of the citizens on officialism.		
SMTeuroparl	2012test	166		4500	Mr President, I rise in defence of the workers in the industry.	Mr President, I would like to take the protection of workers in this sector.		
SMTeuroparl	2012test	167		4500	The vote will take place today at 5.30 p.m.	The vote will place to 17h30.		
SMTeuroparl	2012test	168		5000	(Parliament adopted the legislative resolution)	(Parliament adopted the legislative resolution)		
SMTeuroparl	2012test	169		4500	The vote will take place today at 5.30 p.m.	The vote will be to 17h30.		
SMTeuroparl	2012test	170		3250	The European Union has got to do something and do it quickly.	The European Union itself and do so quickly.		
SMTeuroparl	2012test	171		4667	There must be a balance as a whole.	The whole must be in balance.		
SMTeuroparl	2012test	172		4750	Maij-Weggen report (A5-0323/2000)	Report Maij-Weggen In particular A5-0323 -- 2000)		
SMTeuroparl	2012test	173		4750	The European Union has got to do something and do it quickly.	It is appropriate that the European Union is involved and that it makes it quickly.		
SMTeuroparl	2012test	174		5000	Neither was there a qualified majority within this House to revert to Article 272.	It did not exist not more qualified majority within this Parliament to come back to the item 272.		
SMTeuroparl	2012test	175		4800	There must be a balance as a whole.	All must be balanced.		
SMTeuroparl	2012test	176		4250	Then perhaps we could have avoided a catastrophe.	We would perhaps then could prevent a disaster.		
SMTeuroparl	2012test	177		4500	Let me remind you that our allies include fervent supporters of this tax.	I would remind you that one of our allies, it is very much of this tax.		
SMTeuroparl	2012test	178		3500	Unfortunately, others separate on the basis of accumulated hatred.	D 'other separate themselves unfortunately because of an accumulated grudge.		
SMTeuroparl	2012test	179		4500	That provision could open the door wide to arbitrariness.	This point in the regulation opens the door to the arbitrary.		
SMTeuroparl	2012test	180		5000	Thank you, Commissioner.	Thank you, Commissioner.		
SMTeuroparl	2012test	181		4667	There must be a balance as a whole.	The whole must be in balance.		
SMTeuroparl	2012test	182		4750	Selective aid, such as market support and a grass subsidy, are essential.	The specific aid as the support of the market or the premium to the grass are essential.		
SMTeuroparl	2012test	183		4000	Mr President, I rise in defence of the workers in the industry.	Mister Preside over it, I insist on taking the defense of the workers of this sector.		
SMTeuroparl	2012test	184		4000	It increases the power of the big countries at the expense of the small countries.	That has for effect to increase the power of the big countries to the detriment of the small ones.		
SMTeuroparl	2012test	185		4500	Let me remind you that our allies include fervent supporters of this tax.	I would like to remind you that one of our allies, there are ardent supporters of this tax.		
SMTeuroparl	2012test	186		4429	The vote will take place today at 5.30 p.m.	The vote will take place at 5.30 p.m.		
SMTeuroparl	2012test	187		4250	Selective aid, such as market support and a grass subsidy, are essential.	The occasional aid as the market or the grass is essential.		
SMTeuroparl	2012test	188		4400	Selective aid, such as market support and a grass subsidy, are essential.	Specific aid as the market or the premium on grass are essential.		
SMTeuroparl	2012test	189		4600	Thank you, Commissioner.	Thank you, Mister Commissioner.		
SMTeuroparl	2012test	190		3833	We often pontificate here about being the representatives of the citizens of Europe.	We often take pride here to represent the citizens of Europe.		
SMTeuroparl	2012test	191		5000	Tunisia	Tunisia		
SMTeuroparl	2012test	192		5000	Tunisia	Tunisia		
SMTeuroparl	2012test	193		5000	Maij-Weggen report (A5-0323/2000)	Maij-Weggen report (A5-0323 / 2000)		
SMTeuroparl	2012test	194		4000	Mr President, the Cashman report can be summarised in four words: citizens' power over bureaucracy.	Mr President, the Cashman report can be summarized in two words: the power of the people on the tape.		
SMTeuroparl	2012test	195		3714	Then perhaps we could have avoided a catastrophe.	We might then have to avoid a disaster.		
SMTeuroparl	2012test	196		4333	The leaders have now been given a new chance and let us hope they seize it.	The leaders have today a new chance and let them therefore seize it.		
SMTeuroparl	2012test	197		5000	The fishermen are inactive, tired and disappointed.	The fishermen inactive, are tired and disappointed.		
SMTeuroparl	2012test	198		5000	Amendment No 7 proposes certain changes in the references to paragraphs.	Amendment No 7 is proposing certain amendments in the references to the paragraphs.		
SMTeuroparl	2012test	199		5000	Tunisia	Tunisia		
SMTeuroparl	2012test	200		5000	It is our job to continue to support Latvia with the integration of the Russian population.	It is our duty to continue to support Latvia on the issue of the integration of the Russian population.		
SMTeuroparl	2012test	201		5000	(Parliament adopted the legislative resolution)	(Parliament adopted the legislative resolution)		
SMTeuroparl	2012test	202		4500	Let me remind you that our allies include fervent supporters of this tax.	I would like to remind you that among our allies, there are ardent supporters of this tax.		
SMTeuroparl	2012test	203		5000	(Parliament adopted the legislative resolution)	(Parliament adopted the legislative resolution)		
SMTeuroparl	2012test	204		5000	Maij-Weggen report (A5-0323/2000)	Maij-Weggen report (A5-0323 / 2000)		
SMTeuroparl	2012test	205		4167	Unanimous decisions, and hence an inherent incapacity to act, remain largely the norm in the Council.	We keep unanimity in the Council and therefore a latent inability to act.		
SMTeuroparl	2012test	206		4500	The European Union has got to do something and do it quickly.	It is that the European Union is means and that it be done very soon.		
SMTeuroparl	2012test	207		4167	I am one of those Members who attends sittings quite faithfully.	I am one of the Members who are quite honourably here.		
SMTeuroparl	2012test	208		4500	Selective aid, such as market support and a grass subsidy, are essential.	Punctual helps as the support of the market or bonus in the grass are necessary.		
SMTeuroparl	2012test	209		4250	There must be a balance as a whole.	The whole must be balanced.		
SMTeuroparl	2012test	210		5000	Van Orden Report (A5-0241/2000)	Van Orden report (A5-0241 / 2000)		
SMTeuroparl	2012test	211		4200	That provision could open the door wide to arbitrariness.	This point of the regulation opens the door to arbitrariness.		
SMTeuroparl	2012test	212		4000	I am one of those Members who attends sittings quite faithfully.	I am part of parliamentarians who are rather present honourably.		
SMTeuroparl	2012test	213		4500	Mr President, the Cashman report can be summarised in four words: citizens' power over bureaucracy.	Mister the President, the report Cashman can summarize itself in some words: the strength of the citizens on the bureaucracy.		
SMTeuroparl	2012test	214		3500	The European Union has got to do something and do it quickly.	It is that the European Union is involved and that it will soon.		
SMTeuroparl	2012test	215		4167	I am one of those Members who attends sittings quite faithfully.	I am one of the Members who are quite honourably here.		
SMTeuroparl	2012test	216		5000	The fishermen are inactive, tired and disappointed.	The fishermen are inactive, tired and disappointed.		
SMTeuroparl	2012test	217		3750	The European Union has got to do something and do it quickly.	It is right that the European Union is it entails, and do so quickly.		
SMTeuroparl	2012test	218		4500	Mr President, I rise in defence of the workers in the industry.	Mr President, I want to stand up for workers of this area.		
SMTeuroparl	2012test	219		4750	There must be a balance as a whole.	The unit must be in balance.		
SMTeuroparl	2012test	220		3250	Unanimous decisions, and hence an inherent incapacity to act, remain largely the norm in the Council.	We keep l ' unanimity in Council and therefore a latent inability to act.		
SMTeuroparl	2012test	221		3250	The standards are scarcely comparable, let alone transferable.	Norms are barely comparable and even less alienable.		
SMTeuroparl	2012test	222		5000	The leaders have now been given a new chance and let us hope they seize it.	The leaders are here today to a new chance and let them therefore the take.		
SMTeuroparl	2012test	223		5000	Mr President, I rise in defence of the workers in the industry.	Mr. President, I make a point of taking the defense of the workers of this sector.		
SMTeuroparl	2012test	224		5000	Tunisia	Tunisia		
SMTeuroparl	2012test	225		5000	Neither was there a qualified majority within this House to revert to Article 272.	There was no qualified majority in this Parliament to go back to Article 272.		
SMTeuroparl	2012test	226		3250	Unanimous decisions, and hence an inherent incapacity to act, remain largely the norm in the Council.	We keep unanimity in the Council and thus a latent failure to act.		
SMTeuroparl	2012test	227		5000	Maij-Weggen report (A5-0323/2000)	The report Maij-Weggen, A5-0323/2000 --		
